from,to,knowledge_begin_date,knowledge_end_date,operation_code
88610167:5,88610167:5,2021-11-09 09:22:13.583,,N
88651504:5,60402263:5,2016-08-31 14:32:51.323,,N
88691867:5,54644511:5,2016-09-01 14:41:15.807,,N
88702326:5,88702326:5,2018-06-20 09:53:16.167,,N
88705252:5,88705252:5,2018-06-20 09:53:16.167,,N
88725097:5,88725097:5,2016-12-14 08:12:00.643,,N
88810102:5,88810102:5,2016-10-03 06:11:39.963,,N
88820143:5,88820143:5,2016-10-21 07:11:43.963,,N
88820145:5,88820145:5,2016-12-14 08:12:00.643,,N
88820150:5,88820150:5,2016-10-21 07:11:43.967,,N
88826883:5,88826883:5,2016-09-27 07:08:07.110,,N
88827053:5,88827053:5,2016-11-09 08:11:50.100,,N
88958437:5,88958437:5,2016-10-03 06:11:39.963,,N
88987275:5,88987275:5,2016-12-15 08:22:32.303,,N
88987279:5,88987279:5,2016-09-21 07:03:15.787,,N
88987286:5,88987286:5,2016-09-22 07:20:58.933,,N
88992005:5,88992005:5,2016-10-03 06:11:39.963,,N
88992010:5,88992010:5,2016-10-03 06:11:39.963,,N
88992011:5,88992011:5,2016-12-15 08:22:32.303,,N
89036515:5,89036515:5,2016-11-07 08:53:53.303,,N
89043633:5,89043633:5,2016-11-07 08:53:53.303,,N
89065385:5,89065385:5,2016-10-04 07:15:41.160,,N
89070053:5,89070053:5,2016-09-28 07:28:56.243,,N
89074434:5,89074434:5,2016-09-29 07:11:25.393,,N
89074436:5,89074436:5,2016-12-15 08:22:32.303,,N
89076007:5,89076007:5,2017-05-18 08:02:15.017,,N
89174274:5,89174274:5,2016-10-20 07:10:59.333,,N
89181201:5,89181201:5,2016-10-06 07:26:08.030,,N
89186337:5,89186337:5,2016-10-06 07:26:08.030,,N
89186340:5,89186340:5,2016-10-06 07:26:08.030,,N
89186341:5,89186341:5,2016-10-06 07:26:08.030,,N
89186342:5,89186342:5,2018-06-26 09:54:24.360,,N
89229671:5,89229671:5,2018-01-17 08:39:28.663,,N
89239033:5,89239033:5,2019-06-26 07:48:44.417,,N
89244669:5,89244669:5,2020-12-29 08:08:59.423,,N
89249425:5,89249425:5,2020-06-23 08:54:40.217,,N
89253168:5,89253168:5,2016-10-12 07:06:48.087,,N
89253169:5,89253169:5,2016-12-15 08:22:32.303,,N
89299968:5,89299968:5,2016-10-31 10:41:47.590,,N
89320022:5,89320022:5,2016-10-28 10:32:26.757,,N
89322202:5,67239129:5,2016-10-17 13:50:29.653,,N
89328155:5,89328155:5,2016-10-31 10:41:47.590,,N
89328466:5,89328466:5,2016-12-15 08:22:32.303,,N
89332661:5,89332661:5,2018-01-19 08:23:08.437,,N
89346074:5,89346074:5,2016-10-28 10:32:26.757,,N
89346727:5,62659901:5,2016-10-20 14:08:42.623,,N
89346773:5,89346773:5,2016-12-07 08:06:17.757,,N
89348588:5,89348588:5,2021-06-22 16:22:13.663,,N
89357955:5,89357955:5,2017-06-15 08:37:36.993,,N
89506499:5,89506499:5,2016-12-14 08:12:00.643,,N
89508073:5,89508073:5,2016-12-14 08:12:00.643,,N
89508076:5,89508076:5,2016-12-15 08:22:32.303,,N
89552316:5,89552316:5,2017-02-24 08:12:36.207,,N
89553601:5,89553601:5,2016-12-07 08:06:17.757,,N
89582645:5,89582645:5,2018-01-17 08:39:28.663,,N
89585413:5,10006795:5,2021-07-22 02:21:18.277,,A
89585413:5,10006796:5,2016-10-28 17:03:13.720,2021-07-22 02:21:18.277,N
89590591:5,89590591:5,2016-11-09 11:17:49.910,,N
89619967:5,89619967:5,2018-10-04 07:51:42.307,,N
89620183:5,89620183:5,2018-01-17 08:39:28.663,,N
89625030:5,89625030:5,2019-06-26 07:48:44.417,,N
89669437:5,89669437:5,2016-12-15 08:22:32.303,,N
89669439:5,89669439:5,2016-11-07 08:02:43.550,,N
89690969:5,52071861:5,2016-11-08 08:44:01.593,,N
89696297:5,89696297:5,2017-06-15 08:37:36.993,,N
89766342:5,89766342:5,2019-06-26 07:48:44.417,,N
89766344:5,89766344:5,2018-06-20 09:53:16.167,,N
89766345:5,89766345:5,2019-06-26 07:48:44.417,,N
89792408:5,10089161:5,2016-11-15 08:01:14.223,,N
89792780:5,89792780:5,2021-06-07 07:54:03.970,,N
89797670:5,68410412:5,2016-11-15 18:11:09.137,,N
89797671:5,68410412:5,2016-11-15 18:11:09.137,,N
89800810:5,76840800:5,2016-12-01 08:04:38.593,2017-04-06 02:16:31.213,N
89800810:5,89800810:5,2017-04-06 02:16:31.213,,A
89823201:5,89823201:5,2017-03-17 07:57:54.343,,N
89954015:5,59318099:5,2016-12-14 14:59:55.167,,A
89954015:5,89954015:5,2016-11-21 08:02:15.467,2016-12-14 14:59:55.167,N
90047092:5,90047092:5,2018-06-20 09:53:16.167,,N
90049791:5,10089161:5,2016-11-28 08:07:15.283,,N
90115343:5,90115343:5,2019-06-26 07:48:44.417,,N
90133854:5,90133854:5,2016-12-08 08:32:55.613,,N
90176817:5,90176817:5,2017-03-17 07:57:54.343,,N
90176818:5,50041376:5,2016-12-09 08:02:46.237,2016-12-09 11:11:47.917,N
90176818:5,50041376:5,2016-12-23 03:27:25.250,,A
90176818:5,90176818:5,2016-12-09 11:11:47.917,2016-12-23 03:27:25.250,A
90194303:5,90194303:5,2017-01-02 11:26:15.147,,N
90194306:5,90194306:5,2017-01-04 08:00:42.550,,N
90194307:5,90194307:5,2017-01-04 08:21:51.137,,N
90230691:5,90230691:5,2019-11-01 09:08:05.390,,N
90237048:5,90237048:5,2016-12-15 08:24:47.887,,N
90237245:5,90237245:5,2017-06-15 08:37:36.993,,N
90245894:5,90245894:5,2018-12-04 08:52:39.520,,N
90497662:5,90497662:5,2021-06-07 07:54:03.970,,N
90538110:5,90538110:5,2021-06-07 07:54:03.970,,N
90564882:5,90564882:5,2017-02-03 08:12:10.483,,N
90675068:5,90675068:5,2017-03-17 08:00:03.230,,N
90675072:5,90675072:5,2017-01-19 08:01:35.967,,N
90678879:5,90678879:5,2017-06-15 08:37:36.993,,N
90681931:5,76082393:5,2017-01-11 11:22:22.013,2017-01-11 17:42:08.233,A
90681931:5,90681931:5,2017-01-11 08:02:34.383,2017-01-11 11:22:22.013,N
90681931:5,90681931:5,2017-01-11 17:42:08.233,,A
90696394:5,90696394:5,2017-06-23 07:08:23.163,,N
90734057:5,90734057:5,2017-02-02 10:26:24.827,,N
90734058:5,90734058:5,2017-03-20 07:29:47.613,,N
90748619:5,90748619:5,2017-03-17 07:57:54.343,,N
90758496:5,90758496:5,2017-03-17 08:00:03.230,,N
90773772:5,90773772:5,2017-01-30 08:06:18.750,,N
90784301:5,90784301:5,2017-06-14 09:24:55.037,,N
90981448:5,90981448:5,2017-03-17 07:57:54.343,,N
90992431:5,90992431:5,2017-01-26 09:21:53.700,,N
90992437:5,90992437:5,2017-03-17 08:00:03.230,,N
91074025:5,91074025:5,2017-06-09 07:06:58.670,,N
91078297:5,91078297:5,2021-06-07 07:54:03.970,,N
91080196:5,91080196:5,2017-06-09 07:06:58.670,,N
91090147:5,91090147:5,2017-02-01 08:08:21.393,,N
91094640:5,91094640:5,2017-10-12 16:09:46.527,,N
91152420:5,91152420:5,2017-03-01 08:12:02.687,,N
91162072:5,91162072:5,2020-05-18 08:10:23.687,,N
91165692:5,91165692:5,2022-01-14 08:43:15.940,,N
91165696:5,91165696:5,2017-03-17 08:00:03.230,,N
91165700:5,91165700:5,2017-03-17 07:57:54.343,,N
91237361:5,91237361:5,2017-02-14 11:38:43.367,,N
91241868:5,91241868:5,2017-02-17 08:21:37.597,,N
91258158:5,91258158:5,2019-05-30 07:15:09.277,,N
91534859:5,91534859:5,2017-06-14 09:24:55.037,,N
91535499:5,91535499:5,2017-03-01 08:12:02.687,,N
91540802:5,91540802:5,2017-06-23 07:08:23.163,,N
91542567:5,91542567:5,2017-04-12 07:02:13.003,2018-06-26 09:54:24.360,N
91542567:5,91542568:5,2018-06-26 09:54:24.360,,A
91542568:5,91542568:5,2018-06-26 09:54:24.360,,N
91606750:5,91606750:5,2019-06-24 07:27:45.557,,N
91613254:5,91613254:5,2017-04-10 07:33:13.507,,N
91622480:5,91622480:5,2019-06-26 07:48:44.417,,N
91622500:5,91622500:5,2017-06-14 09:24:55.037,,N
91672092:5,91672092:5,2017-06-14 09:24:55.037,,N
91691251:5,91691251:5,2019-06-26 07:48:44.417,,N
91691252:5,91691252:5,2018-06-20 09:53:16.167,,N
91691253:5,91691253:5,2017-03-15 07:56:58.617,,N
91691842:5,10092894:5,2018-11-19 11:48:00.870,2018-11-27 11:30:40.747,A
91691842:5,10092895:5,2017-03-10 15:01:06.497,2018-11-19 11:48:00.870,N
91691842:5,10092895:5,2018-11-27 11:30:40.747,,A
91697117:5,10005896:5,2019-01-09 14:55:12.617,,N
91701723:5,91701723:5,2017-05-01 07:09:51.480,,N
91702231:5,91702231:5,2019-06-26 07:48:44.417,,N
91707873:5,91707873:5,2017-03-24 07:18:18.750,,N
91878823:5,91878823:5,2017-04-07 07:13:48.167,,N
91971355:5,56078489:5,2017-03-27 07:01:32.463,2017-04-28 07:14:30.267,N
91971355:5,56078489:5,2017-04-28 07:14:30.267,,A
91972222:5,56078489:5,2017-03-27 07:01:32.463,,N
92055463:5,92055463:5,2017-06-15 08:37:36.993,,N
92090696:5,92090696:5,2017-04-12 07:04:44.267,,N
92090698:5,92090698:5,2017-04-06 07:32:53.733,,N
92104022:5,92104022:5,2018-06-26 09:54:24.360,2021-06-07 07:54:03.970,N
92104022:5,92177574:5,2021-06-07 07:54:03.970,,A
92151774:5,92151774:5,2017-04-27 07:17:26.723,,N
92162861:5,92162861:5,2017-09-22 08:23:27.330,,N
92166889:5,92166889:5,2018-06-26 09:54:24.360,,N
92166892:5,92166892:5,2017-06-14 09:24:55.037,,N
92177573:5,92177573:5,2017-04-12 07:04:44.267,,N
92177574:5,92177574:5,2021-06-07 07:54:03.970,,N
92177576:5,92177576:5,2017-04-13 07:18:06.730,,N
92177578:5,92177578:5,2017-04-12 07:02:13.003,,N
92235372:5,92235372:5,2017-06-15 08:37:36.993,,N
92252652:5,92252652:5,2017-06-14 09:24:55.037,,N
92259152:5,92259152:5,2017-04-28 07:14:30.267,,N
92273525:5,92273525:5,2017-06-14 09:24:55.037,,N
92465491:5,92465491:5,2017-06-14 09:24:55.037,,N
92465493:5,92465493:5,2017-04-28 07:14:30.267,,N
92465495:5,92465495:5,2017-04-27 07:17:26.723,,N
92471903:5,92471903:5,2017-04-28 07:14:30.267,,N
92471908:5,56078489:5,2017-04-28 07:14:30.267,,N
92471949:5,92471949:5,2017-06-14 09:24:55.037,,N
92471950:5,92471950:5,2017-06-13 07:17:47.380,,N
92524199:5,92524199:5,2019-06-26 07:48:44.417,,N
92524206:5,92524206:5,2018-06-20 09:53:16.167,,N
92524207:5,92524207:5,2019-06-26 07:48:44.417,,N
92524209:5,92524209:5,2018-06-26 09:54:24.360,,N
92553008:5,56078489:5,2017-04-28 08:02:04.737,,N
92562831:5,92562831:5,2018-06-20 09:53:16.167,,N
92562838:5,92562838:5,2018-03-08 08:01:58.593,,N
92567582:5,92567582:5,2017-06-14 09:24:55.037,,N
92567583:5,92567583:5,2018-06-20 09:53:16.167,,N
92567584:5,92567584:5,2017-05-17 08:22:57.343,,N
92579698:5,92579698:5,2017-07-13 07:03:15.960,,N
92580267:5,92580267:5,2017-06-15 08:37:36.993,,N
92641400:5,92641400:5,2018-01-17 08:39:28.663,,N
92671225:5,92671225:5,2022-01-14 08:43:15.940,,N
92671229:5,92671229:5,2017-09-22 08:23:27.330,,N
92677789:5,92677789:5,2019-10-25 08:30:45.117,,N
92677791:5,92677791:5,2017-05-12 07:10:24.243,,N
92679498:5,92679498:5,2017-06-14 09:24:55.037,,N
92728102:5,92728102:5,2018-06-20 09:53:16.167,,N
92729161:5,53581028:5,2017-05-11 16:26:45.130,,N
92754439:5,92754439:5,2017-06-01 07:02:51.607,,N
92754444:5,92754444:5,2017-06-02 07:03:22.807,,N
92755176:5,92755176:5,2017-05-24 07:29:26.650,,N
92755177:5,68714888:5,2017-05-16 19:27:53.240,,N
92765714:5,92765714:5,2019-06-26 10:11:59.537,,N
92773789:5,92773789:5,2018-06-26 09:54:24.360,,N
92775096:5,92775096:5,2020-06-23 08:54:40.217,,N
92775097:5,92775097:5,2017-07-12 07:03:24.523,,N
92775916:5,92775916:5,2018-06-20 09:53:16.167,,N
92942092:5,92942092:5,2018-06-20 09:53:16.167,,N
93023415:5,93023415:5,2017-05-30 07:02:13.973,,N
93023417:5,93023417:5,2018-06-26 09:54:24.360,,N
93031761:5,93031761:5,2017-05-30 07:02:13.973,,N
93036710:5,93036710:5,2020-06-23 08:54:40.217,,N
93036994:5,54639511:5,2017-05-31 13:49:54.363,,N
93082097:5,93082097:5,2019-06-26 07:48:44.417,,N
93103314:5,93103314:5,2018-06-20 09:53:16.167,,N
93105208:5,93105208:5,2019-10-24 09:57:38.537,,N
93184394:5,93184394:5,2018-12-04 08:52:39.520,,N
93195564:5,93195564:5,2017-09-22 08:23:27.330,,N
93205499:5,93205499:5,2017-06-15 10:35:15.397,,N
93205500:5,93205500:5,2017-06-15 10:35:15.397,,N
93215151:5,93215151:5,2017-06-15 10:35:15.397,,N
93227666:5,93227666:5,2017-09-22 08:23:27.330,,N
93302519:5,93302519:5,2017-06-22 07:25:56.833,,N
93389666:5,93389666:5,2018-10-04 07:51:42.307,,N
93404971:5,93404971:5,2017-09-22 08:23:27.330,,N
93438311:5,93438311:5,2017-11-02 07:19:24.473,,N
93438314:5,93438314:5,2018-10-04 07:51:42.307,,N
93458831:5,93458831:5,2021-11-09 09:05:19.163,,N
93462858:5,93462858:5,2018-06-20 09:53:16.167,,N
93468723:5,93468723:5,2017-09-22 08:23:27.330,,N
93469434:5,93469434:5,2020-06-23 08:54:40.217,,N
93503667:5,93503667:5,2019-10-25 08:30:45.117,,N
93546061:5,93546061:5,2020-06-23 08:54:40.217,,N
93549358:5,93549358:5,2017-07-18 07:00:08.213,,N
93551898:5,53710131:5,2017-07-03 13:50:02.557,,N
93560346:5,93560346:5,2017-07-22 12:55:50.643,,N
93702838:5,93702838:5,2017-08-07 07:01:13.667,,N
93706281:5,93706281:5,2017-09-22 08:23:27.330,,N
93706285:5,93706285:5,2018-09-24 07:27:51.297,,N
93706636:5,93706636:5,2017-09-22 08:23:27.330,,N
93709000:5,93709000:5,2017-09-22 08:23:27.330,,N
93714052:5,93714052:5,2017-09-22 08:23:27.330,,N
93725257:5,93725257:5,2017-07-22 12:55:50.643,,N
93740387:5,93740387:5,2017-11-17 09:54:56.217,,N
93913786:5,93913786:5,2018-06-20 09:53:16.167,,N
93962040:5,93962040:5,2018-06-20 09:53:16.167,,N
93998155:5,93998155:5,2019-06-26 07:48:44.417,,N
93998590:5,60402243:5,2017-07-28 14:34:47.490,,N
94012009:5,94012009:5,2018-01-17 08:39:28.663,,N
94012013:5,94012013:5,2018-01-17 08:39:28.663,,N
94012911:5,94012911:5,2018-06-26 09:54:24.360,,N
94013815:5,94013815:5,2020-06-23 08:54:40.217,,N
94017676:5,94017676:5,2018-06-20 09:53:16.167,,N
94086485:5,94086485:5,2022-01-13 09:43:59.623,,N
94098529:5,94098529:5,2020-06-23 08:54:40.217,,N
94098534:5,94098534:5,2017-09-22 08:23:27.330,,N
94099076:5,70178703:5,2017-08-10 07:01:48.093,,N
94140394:5,94140394:5,2021-07-01 00:06:30.193,,N
94164242:5,94164242:5,2019-06-26 07:48:44.417,,N
94169526:5,94169526:5,2018-10-04 07:51:42.307,,N
94185467:5,94185467:5,2020-06-23 08:54:40.217,,N
94202771:5,94202771:5,2017-09-01 07:02:43.157,,N
94205831:5,50012688:5,2017-08-18 07:05:11.693,,N
94207114:5,94207114:5,2021-06-07 07:54:03.970,,N
94207116:5,94207116:5,2019-06-26 07:48:44.417,,N
94483334:5,94483334:5,2018-03-08 08:01:58.593,,N
94491834:5,94491834:5,2018-06-20 09:53:16.167,,N
94562447:5,94562447:5,2021-06-07 07:54:03.970,,N
94670813:5,94670813:5,2019-06-26 07:48:44.417,,N
94705208:5,94705208:5,2017-12-13 09:01:00.653,,N
94725532:5,94725532:5,2017-12-12 08:04:14.867,,N
94763622:5,94763622:5,2019-06-24 07:27:45.557,,N
94779031:5,94779031:5,2017-09-27 07:02:30.580,,N
94789905:5,69867164:5,2017-09-18 07:16:05.783,,N
94790394:5,94790394:5,2018-06-26 09:54:24.360,,N
94930711:5,69867164:5,2017-09-18 08:33:32.090,,N
94936590:5,94936590:5,2018-06-26 09:54:24.360,,N
94955129:5,94955129:5,2017-11-02 08:31:34.570,,N
94966533:5,94966533:5,2020-12-29 08:17:13.303,,N
94967702:5,94967702:5,2018-06-26 09:54:24.360,,N
95000813:5,95000813:5,2017-10-02 07:02:14.670,,N
95001834:5,95001834:5,2017-09-27 07:02:30.580,,N
95017787:5,95017787:5,2018-06-20 09:53:16.167,,N
95033394:5,95033394:5,2017-09-27 07:02:30.580,,N
95033424:5,95033424:5,2017-09-27 07:02:30.580,,N
95039454:5,95039454:5,2017-12-13 09:01:00.653,,N
95039455:5,95039455:5,2020-03-02 10:25:28.930,,N
95039710:5,60402551:5,2017-09-27 14:17:39.007,,N
95081005:5,95081005:5,2018-06-20 09:53:16.167,,N
95081026:5,10076644:5,2017-10-03 11:36:36.550,,N
95081339:5,95081339:5,2018-06-20 09:53:16.167,,N
95117026:5,95117026:5,2018-06-20 09:53:16.167,,N
95118338:5,95118338:5,2017-12-12 08:04:14.867,,N
95124422:5,95000813:5,2017-11-06 09:14:29.343,,A
95124422:5,95124422:5,2017-10-02 07:08:18.907,2017-11-06 09:14:29.343,N
95142767:5,95142767:5,2020-06-23 08:54:40.217,,N
95242993:5,54644510:5,2017-10-05 14:17:47.993,,N
95247947:5,95247947:5,2022-06-29 06:27:28.637,,N
95247996:5,95247996:5,2020-06-23 08:54:40.217,,N
95265111:5,95265111:5,2017-12-13 09:01:00.653,,N
95265114:5,95265114:5,2018-06-20 09:53:16.167,,N
95272035:5,95272035:5,2017-12-13 09:01:00.653,,N
95272036:5,95272036:5,2018-06-20 09:53:16.167,,N
95273317:5,95273317:5,2017-12-12 08:04:14.867,,N
95274183:5,95274183:5,2017-10-18 07:40:18.637,,N
95309765:5,95309765:5,2019-11-01 09:08:05.390,,N
95311259:5,95311259:5,2017-10-18 07:40:18.637,,N
95320138:5,69867164:5,2017-10-13 08:02:15.277,,N
95320140:5,69867164:5,2017-10-13 08:02:15.277,,N
95337702:5,95337702:5,2017-12-12 08:04:14.867,,N
95350495:5,95350495:5,2017-10-20 07:12:06.207,,N
95350497:5,95350497:5,2017-10-20 07:12:06.207,,N
95350994:5,95350994:5,2018-01-31 10:34:35.040,,N
95361214:5,60402276:5,2017-10-18 14:17:05.357,,N
95370573:5,60402409:5,2017-10-19 14:07:11.480,,N
95370576:5,60402406:5,2017-10-19 14:07:11.480,,N
95370580:5,60402409:5,2017-10-19 14:07:11.480,,N
95370581:5,60402406:5,2017-10-19 14:07:11.480,,N
95376823:5,95376823:5,2017-12-12 08:04:14.867,,N
95541156:5,91080196:5,2017-10-24 23:16:41.193,,N
95549426:5,95549426:5,2018-06-20 09:53:16.167,,N
95549434:5,95549434:5,2017-12-13 09:01:00.653,,N
95621769:5,10006050:5,2017-10-27 07:18:52.907,,N
95621843:5,10006050:5,2017-10-27 07:18:52.907,,N
95621844:5,10006050:5,2017-10-27 07:18:52.907,,N
95625857:5,95625857:5,2017-11-14 09:59:06.187,,N
95625863:5,95625863:5,2017-11-17 09:54:56.217,,N
95625864:5,95625864:5,2018-06-20 09:53:16.167,,N
95625865:5,95625865:5,2017-11-08 09:34:23.130,,N
95625866:5,95625866:5,2018-03-09 08:19:31.347,,N
95626342:5,60402256:5,2017-10-27 14:26:21.130,,N
95626343:5,62482893:5,2017-10-27 14:27:37.083,,N
95626390:5,95626390:5,2017-11-01 08:22:54.870,,N
95640580:5,95640580:5,2017-11-01 08:22:54.870,,N
95640581:5,95640581:5,2017-11-01 08:22:54.870,,N
95640920:5,60402256:5,2017-10-30 14:08:41.457,,N
95651642:5,95651642:5,2017-11-01 08:22:54.870,,N
95652528:5,95652528:5,2017-11-01 08:22:54.870,,N
95652540:5,95652540:5,2017-11-01 08:22:54.870,,N
95652545:5,95652545:5,2017-11-02 08:31:34.570,,N
95662647:5,62482893:5,2017-11-01 19:37:36.033,,N
95714348:5,95714348:5,2018-06-20 09:53:16.167,,N
95714350:5,95714350:5,2018-06-20 09:53:16.167,,N
95727872:5,60402551:5,2017-11-03 14:20:59.713,,N
95737413:5,95737413:5,2020-06-23 08:54:40.217,,N
95742105:5,95742105:5,2017-11-08 09:34:23.130,,N
95742108:5,95742108:5,2017-11-08 09:34:23.130,,N
95746259:5,95746259:5,2017-11-08 09:34:23.130,,N
95746761:5,95746761:5,2017-12-13 09:01:00.653,,N
95748181:5,95748181:5,2018-07-27 07:19:26.177,,N
95748734:5,95748734:5,2018-03-09 08:19:31.347,,N
95830210:5,70582117:5,2017-11-09 16:21:01.397,,N
95844626:5,95844626:5,2017-11-29 08:23:21.633,,N
95847924:5,95847924:5,2018-06-20 09:53:16.167,,N
95878546:5,95878546:5,2017-12-07 08:10:47.697,,N
95878890:5,10006795:5,2021-07-22 02:21:18.277,,A
95878890:5,10006796:5,2017-11-14 16:06:17.067,2021-07-22 02:21:18.277,N
95878891:5,52172450:5,2017-11-14 16:06:17.067,,N
95878892:5,10006795:5,2021-07-22 02:21:18.277,,A
95878892:5,10006796:5,2017-11-14 16:06:17.067,2021-07-22 02:21:18.277,N
95890012:5,95890012:5,2017-11-17 09:54:56.217,,N
95891379:5,95891379:5,2018-03-09 08:19:31.347,,N
95904130:5,95904130:5,2019-06-26 07:48:44.417,,N
95904132:5,95904132:5,2019-06-26 07:48:44.417,,N
95904136:5,95904136:5,2018-03-09 08:19:31.347,,N
95909487:5,95909487:5,2017-12-05 08:22:05.083,,N
95909981:5,93740387:5,2017-11-17 15:41:30.743,,N
95909982:5,93740387:5,2017-11-17 15:41:30.743,,N
96143182:5,96143182:5,2018-03-09 08:19:31.347,,N
96143183:5,96143183:5,2018-03-09 08:19:31.347,,N
96189036:5,60402439:5,2017-11-29 15:09:06.643,,N
96189037:5,53580986:5,2017-11-29 15:09:06.643,,N
96189038:5,91080196:5,2017-11-29 15:09:06.643,,N
96189039:5,10085445:5,2017-11-29 15:09:06.643,,N
96189040:5,68179181:5,2017-11-29 15:09:06.643,,N
96189041:5,93740387:5,2017-11-29 15:09:06.643,,N
96189042:5,60402263:5,2017-11-29 15:09:06.643,,N
96189043:5,52174584:5,2017-11-29 15:09:06.643,,N
96189044:5,60402458:5,2017-11-29 15:09:06.643,,N
96189045:5,67169842:5,2017-11-29 15:09:06.643,,N
96189046:5,10005896:5,2017-11-29 15:09:06.643,,N
96189047:5,56389874:5,2017-11-29 15:09:06.643,,N
96189048:5,55495072:5,2017-11-29 15:09:06.643,,N
96189049:5,10084911:5,2017-11-29 15:09:06.643,,N
96189050:5,54644510:5,2017-11-29 15:09:06.643,,N
96189051:5,60402308:5,2017-11-29 15:09:06.643,,N
96189052:5,84719427:5,2017-11-29 15:09:06.643,,N
96189053:5,10005896:5,2017-11-29 15:09:06.643,,N
96189055:5,53581027:5,2017-11-29 15:09:06.643,,N
96189056:5,60402561:5,2019-10-25 08:30:45.117,,A
96189056:5,75258979:5,2017-11-29 15:09:06.643,2019-10-25 08:30:45.117,N
96189057:5,70582117:5,2017-11-29 15:09:06.643,,N
96189058:5,10006692:5,2017-11-29 15:09:06.643,,N
96189059:5,60402551:5,2017-11-29 15:09:06.643,,N
96232673:5,96232673:5,2021-11-10 09:01:46.423,,N
96262933:5,60402561:5,2019-10-25 08:30:45.117,,A
96262933:5,75258979:5,2017-12-01 15:33:13.530,2019-10-25 08:30:45.117,N
96262934:5,10006692:5,2017-12-01 15:33:13.530,,N
96262964:5,60402561:5,2019-10-25 08:30:45.113,,A
96262964:5,75258979:5,2017-12-01 16:35:13.433,2019-10-25 08:30:45.113,N
96279586:5,96279586:5,2018-03-09 08:19:31.347,,N
96287843:5,96287843:5,2020-06-23 08:54:40.217,,N
96287844:5,96287844:5,2018-03-09 08:19:31.347,,N
96288914:5,96288914:5,2017-12-07 08:10:47.697,,N
96290525:5,96290525:5,2018-03-09 08:19:31.347,,N
96324358:5,96324358:5,2021-06-07 07:54:03.970,,N
96348230:5,96348230:5,2022-03-31 08:11:02.390,,N
96377907:5,96377907:5,2018-03-09 08:19:31.347,,N
96409577:5,96409577:5,2018-05-31 07:58:47.117,,N
96587378:5,96587378:5,2018-07-27 07:19:26.177,,N
96594734:5,96594734:5,2018-06-20 09:53:16.167,,N
96659326:5,96659326:5,2018-10-04 07:51:42.307,,N
96672613:5,96772983:5,2020-12-29 08:06:59.543,,N
96680431:5,54235565:5,2017-12-26 10:08:18.960,,N
96680440:5,96680440:5,2018-06-20 09:53:16.167,,N
96762526:5,60402551:5,2018-01-02 08:15:04.153,2018-01-30 09:46:38.517,N
96762526:5,60402551:5,2018-01-30 09:46:38.517,,A
96762542:5,60402551:5,2018-01-02 08:15:04.153,,N
96762543:5,60402551:5,2018-01-02 08:15:04.153,,N
96762544:5,60402551:5,2018-01-02 08:15:04.153,,N
96772983:5,96772983:5,2020-06-23 08:54:40.217,,N
96833328:5,96833328:5,2018-01-25 08:02:28.900,,N
96833329:5,96833329:5,2018-03-08 08:01:58.593,,N
96849746:5,53710127:5,2018-01-08 14:55:36.380,,N
96849747:5,10085445:5,2018-01-08 14:55:36.380,,N
96857542:5,96857542:5,2018-03-09 08:19:31.347,,N
96912797:5,53710127:5,2018-01-11 15:41:54.423,,N
96947678:5,96947678:5,2018-02-23 09:42:26.363,,N
96949926:5,96949926:5,2018-03-09 08:19:31.347,,N
96950705:5,53710127:5,2018-01-16 14:56:05.523,,N
96952358:5,96952358:5,2018-01-24 10:15:47.903,,N
96955268:5,96955268:5,2018-03-08 08:01:58.593,,N
96955271:5,96955271:5,2021-06-07 07:54:03.970,,N
96984146:5,96984146:5,2018-03-08 08:01:58.593,,N
96984798:5,53580990:5,2018-01-18 15:35:52.340,,N
96999727:5,96999727:5,2018-01-24 10:15:47.903,,N
97036927:5,97036927:5,2018-02-09 08:09:54.143,,N
97190934:5,97190934:5,2018-01-25 08:02:28.900,,N
97193603:5,97193603:5,2018-03-08 08:01:58.593,,N
97267516:5,97267516:5,2018-01-31 10:34:35.040,,N
97302807:5,60402551:5,2018-01-30 09:46:38.517,,N
97302810:5,60402551:5,2018-01-30 09:46:38.517,,N
97302811:5,60402551:5,2018-01-30 09:46:38.517,,N
97302812:5,60402551:5,2018-01-30 09:46:38.517,,N
97303751:5,97303751:5,2018-06-20 09:53:16.167,,N
97304401:5,97304401:5,2018-02-01 08:12:10.393,,N
97364031:5,97364031:5,2018-02-08 08:26:21.710,,N
97364036:5,97364036:5,2018-06-20 09:53:16.167,,N
97364037:5,97364037:5,2018-03-09 08:19:31.347,,N
97371296:5,97371296:5,2021-06-07 07:54:03.970,,N
97444364:5,97444364:5,2022-02-21 08:48:50.733,,N
97492999:5,97492999:5,2019-04-26 07:16:32.737,,N
97517900:5,97517900:5,2019-10-25 08:30:45.117,,N
97545133:5,52001598:5,2018-02-12 10:30:59.847,,N
97545134:5,52001598:5,2018-02-12 10:30:59.847,,N
97555136:5,62517155:5,2018-02-13 08:13:33.990,,N
97573775:5,97573775:5,2019-06-26 07:48:44.417,,N
97761708:5,97761708:5,2020-06-23 08:54:40.217,,N
97824578:5,97824578:5,2021-06-22 16:22:13.663,,N
97837740:5,97837740:5,2020-06-23 08:54:40.217,,N
97850792:5,10006692:5,2018-02-27 14:54:43.297,,N
