id,spn,grouping_id
67246398:5,67246398,5
67250918:5,67250918,5
67250919:5,67250919,5
67251139:5,67251139,5
67270863:5,67270863,5
67270880:5,67270880,5
67299241:5,67299241,5
67381346:5,67381346,5
67381347:5,67381347,5
67381348:5,67381348,5
67381349:5,67381349,5
67381350:5,67381350,5
67381351:5,67381351,5
67381352:5,67381352,5
67381353:5,67381353,5
67419508:5,67419508,5
67440855:5,67440855,5
67457110:5,67457110,5
67457111:5,67457111,5
67457112:5,67457112,5
67457113:5,67457113,5
67457114:5,67457114,5
67457115:5,67457115,5
67457116:5,67457116,5
67460613:5,67460613,5
67464627:5,67464627,5
67467435:5,67467435,5
67478726:5,67478726,5
67479507:5,67479507,5
67482077:5,67482077,5
67488962:5,67488962,5
67489646:5,67489646,5
67489868:5,67489868,5
67492550:5,67492550,5
67498312:5,67498312,5
67498552:5,67498552,5
67505373:5,67505373,5
67508988:5,67508988,5
67508991:5,67508991,5
67509034:5,67509034,5
67514288:5,67514288,5
67519842:5,67519842,5
67522966:5,67522966,5
67533865:5,67533865,5
67536739:5,67536739,5
67542109:5,67542109,5
67542119:5,67542119,5
67542516:5,67542516,5
67630239:5,67630239,5
67653779:5,67653779,5
67653789:5,67653789,5
67655363:5,67655363,5
67675061:5,67675061,5
67675062:5,67675062,5
67675063:5,67675063,5
67675995:5,67675995,5
67690164:5,67690164,5
67690165:5,67690165,5
67690166:5,67690166,5
67690167:5,67690167,5
67690168:5,67690168,5
67690169:5,67690169,5
67690170:5,67690170,5
67690171:5,67690171,5
67690172:5,67690172,5
67690173:5,67690173,5
67690174:5,67690174,5
67690175:5,67690175,5
67690176:5,67690176,5
67690177:5,67690177,5
67690178:5,67690178,5
67690179:5,67690179,5
67690180:5,67690180,5
67690181:5,67690181,5
67690182:5,67690182,5
67690183:5,67690183,5
67690184:5,67690184,5
67690185:5,67690185,5
67690186:5,67690186,5
67690187:5,67690187,5
67690188:5,67690188,5
67690189:5,67690189,5
67690190:5,67690190,5
67690191:5,67690191,5
67690192:5,67690192,5
67690193:5,67690193,5
67690194:5,67690194,5
67690195:5,67690195,5
67690196:5,67690196,5
67690197:5,67690197,5
67690198:5,67690198,5
67690199:5,67690199,5
67690200:5,67690200,5
67690201:5,67690201,5
67690202:5,67690202,5
67690203:5,67690203,5
67690204:5,67690204,5
67690205:5,67690205,5
67690206:5,67690206,5
67690207:5,67690207,5
67706793:5,67706793,5
67708057:5,67708057,5
67708058:5,67708058,5
67708059:5,67708059,5
67708060:5,67708060,5
67708061:5,67708061,5
67708062:5,67708062,5
67708063:5,67708063,5
67708064:5,67708064,5
67708065:5,67708065,5
67708066:5,67708066,5
67708067:5,67708067,5
67708068:5,67708068,5
67708069:5,67708069,5
67708070:5,67708070,5
67708071:5,67708071,5
67708072:5,67708072,5
67708073:5,67708073,5
67708074:5,67708074,5
67708075:5,67708075,5
67708076:5,67708076,5
67708077:5,67708077,5
67708078:5,67708078,5
67713573:5,67713573,5
67713574:5,67713574,5
67713622:5,67713622,5
67721324:5,67721324,5
67746711:5,67746711,5
67746714:5,67746714,5
67747057:5,67747057,5
67747132:5,67747132,5
67747137:5,67747137,5
67753596:5,67753596,5
67754070:5,67754070,5
67754071:5,67754071,5
67759646:5,67759646,5
67759898:5,67759898,5
67763034:5,67763034,5
67763036:5,67763036,5
67763435:5,67763435,5
67763436:5,67763436,5
67763437:5,67763437,5
67763438:5,67763438,5
67763439:5,67763439,5
67763440:5,67763440,5
67763483:5,67763483,5
67777517:5,67777517,5
67777565:5,67777565,5
67791317:5,67791317,5
67791318:5,67791318,5
67791506:5,67791506,5
67897111:5,67897111,5
67907613:5,67907613,5
67922906:5,67922906,5
67930440:5,67930440,5
67930446:5,67930446,5
67935045:5,67935045,5
67936839:5,67936839,5
67936930:5,67936930,5
67937024:5,67937024,5
67949618:5,67949618,5
67949619:5,67949619,5
67960037:5,67960037,5
67972484:5,67972484,5
67972485:5,67972485,5
67972486:5,67972486,5
67972487:5,67972487,5
67972488:5,67972488,5
67972489:5,67972489,5
67972490:5,67972490,5
67978063:5,67978063,5
67978064:5,67978064,5
67978065:5,67978065,5
67979495:5,67979495,5
67983007:5,67983007,5
67983508:5,67983508,5
67987091:5,67987091,5
67992129:5,67992129,5
67992133:5,67992133,5
67992277:5,67992277,5
67992591:5,67992591,5
67992594:5,67992594,5
67999253:5,67999253,5
68002755:5,68002755,5
68005230:5,68005230,5
68010791:5,68010791,5
68010950:5,68010950,5
68011008:5,68011008,5
68011102:5,68011102,5
68022031:5,68022031,5
68022032:5,68022032,5
68022225:5,68022225,5
68027174:5,68027174,5
68027211:5,68027211,5
68126046:5,68126046,5
68126050:5,68126050,5
68132041:5,68132041,5
68132042:5,68132042,5
68132089:5,68132089,5
68132091:5,68132091,5
68136612:5,68136612,5
68136613:5,68136613,5
68136658:5,68136658,5
68136659:5,68136659,5
68136661:5,68136661,5
68151844:5,68151844,5
68151845:5,68151845,5
68151846:5,68151846,5
68151847:5,68151847,5
68151848:5,68151848,5
68153152:5,68153152,5
68153199:5,68153199,5
68167275:5,68167275,5
68179181:5,68179181,5
68193604:5,68193604,5
68205891:5,68205891,5
68206893:5,68206893,5
68206894:5,68206894,5
68206895:5,68206895,5
68206896:5,68206896,5
68209955:5,68209955,5
68219352:5,68219352,5
68219353:5,68219353,5
68219354:5,68219354,5
68219355:5,68219355,5
68219356:5,68219356,5
68219357:5,68219357,5
68219494:5,68219494,5
68226789:5,68226789,5
68230112:5,68230112,5
68240879:5,68240879,5
68241244:5,68241244,5
68246331:5,68246331,5
68246791:5,68246791,5
68247175:5,68247175,5
68268874:5,68268874,5
68378172:5,68378172,5
68378644:5,68378644,5
68387496:5,68387496,5
68387538:5,68387538,5
68394324:5,68394324,5
68394532:5,68394532,5
68394841:5,68394841,5
68394842:5,68394842,5
68394843:5,68394843,5
68408421:5,68408421,5
68410412:5,68410412,5
68412953:5,68412953,5
68413854:5,68413854,5
68413855:5,68413855,5
68422305:5,68422305,5
68443230:5,68443230,5
68443337:5,68443337,5
68443338:5,68443338,5
68443339:5,68443339,5
68443652:5,68443652,5
68443654:5,68443654,5
68468766:5,68468766,5
68473974:5,68473974,5
68476771:5,68476771,5
68494782:5,68494782,5
68494786:5,68494786,5
68494791:5,68494791,5
68494800:5,68494800,5
68494805:5,68494805,5
68501830:5,68501830,5
68505976:5,68505976,5
68505980:5,68505980,5
68509651:5,68509651,5
68516355:5,68516355,5
68522765:5,68522765,5
68523855:5,68523855,5
68526136:5,68526136,5
68525097:5,68525097,5
68525101:5,68525101,5
68526349:5,68526349,5
68535792:5,68535792,5
68538901:5,68538901,5
68539805:5,68539805,5
68539806:5,68539806,5
68555005:5,68555005,5
68566322:5,68566322,5
68668759:5,68668759,5
68688591:5,68688591,5
68702759:5,68702759,5
68714888:5,68714888,5
68735480:5,68735480,5
68736561:5,68736561,5
68754583:5,68754583,5
68782666:5,68782666,5
68783660:5,68783660,5
68800218:5,68800218,5
68806191:5,68806191,5
68806195:5,68806195,5
68806199:5,68806199,5
68806654:5,68806654,5
68820717:5,68820717,5
68833132:5,68833132,5
68834819:5,68834819,5
68834827:5,68834827,5
68836936:5,68836936,5
68841158:5,68841158,5
68845196:5,68845196,5
68848182:5,68848182,5
68848188:5,68848188,5
68849021:5,68849021,5
68849025:5,68849025,5
68849090:5,68849090,5
68863117:5,68863117,5
68869887:5,68869887,5
68962340:5,68962340,5
68962341:5,68962341,5
68975174:5,68975174,5
68975181:5,68975181,5
68983146:5,68983146,5
68983274:5,68983274,5
68998572:5,68998572,5
68998573:5,68998573,5
68998965:5,68998965,5
68999095:5,68999095,5
69003442:5,69003442,5
69003443:5,69003443,5
69004530:5,69004530,5
69006931:5,69006931,5
69006932:5,69006932,5
69006935:5,69006935,5
69006936:5,69006936,5
69010348:5,69010348,5
69016970:5,69016970,5
69016984:5,69016984,5
69018144:5,69018144,5
69031850:5,69031850,5
69032698:5,69032698,5
69032779:5,69032779,5
69045361:5,69045361,5
69048871:5,69048871,5
69048939:5,69048939,5
69048941:5,69048941,5
69048942:5,69048942,5
69048943:5,69048943,5
69053433:5,69053433,5
69053434:5,69053434,5
69057150:5,69057150,5
69057159:5,69057159,5
69057203:5,69057203,5
69059692:5,69059692,5
69060778:5,69060778,5
69073978:5,69073978,5
69078368:5,69078368,5
69078998:5,69078998,5
69092535:5,69092535,5
69112154:5,69112154,5
69112195:5,69112195,5
69112438:5,69112438,5
69118471:5,69118471,5
69119075:5,69119075,5
69119078:5,69119078,5
69119080:5,69119080,5
69119131:5,69119131,5
69125909:5,69125909,5
69126268:5,69126268,5
69126277:5,69126277,5
69126280:5,69126280,5
69133736:5,69133736,5
69133737:5,69133737,5
69148942:5,69148942,5
69151420:5,69151420,5
69274554:5,69274554,5
69293229:5,69293229,5
69293233:5,69293233,5
69293835:5,69293835,5
69294285:5,69294285,5
69304107:5,69304107,5
69321208:5,69321208,5
69339104:5,69339104,5
69339106:5,69339106,5
69339109:5,69339109,5
69342460:5,69342460,5
69342476:5,69342476,5
69344317:5,69344317,5
69344687:5,69344687,5
69344688:5,69344688,5
69344689:5,69344689,5
69344690:5,69344690,5
69344691:5,69344691,5
69344692:5,69344692,5
69348749:5,69348749,5
69360594:5,69360594,5
69360595:5,69360595,5
69360727:5,69360727,5
69366007:5,69366007,5
69366015:5,69366015,5
69372578:5,69372578,5
69377236:5,69377236,5
69377237:5,69377237,5
69380946:5,69380946,5
69381177:5,69381177,5
69397030:5,69397030,5
69399723:5,69399723,5
69403114:5,69403114,5
69407123:5,69407123,5
69427862:5,69427862,5
69427971:5,69427971,5
69427972:5,69427972,5
69427973:5,69427973,5
69427974:5,69427974,5
69427977:5,69427977,5
69432600:5,69432600,5
69433139:5,69433139,5
69433165:5,69433165,5
69555763:5,69555763,5
69555767:5,69555767,5
69555770:5,69555770,5
69556026:5,69556026,5
69582317:5,69582317,5
69601951:5,69601951,5
69603209:5,69603209,5
69606525:5,69606525,5
69606538:5,69606538,5
69612178:5,69612178,5
69628421:5,69628421,5
69628424:5,69628424,5
69628425:5,69628425,5
69629564:5,69629564,5
69629946:5,69629946,5
69629947:5,69629947,5
69629948:5,69629948,5
69629949:5,69629949,5
69629950:5,69629950,5
69629951:5,69629951,5
69629952:5,69629952,5
69629953:5,69629953,5
69629954:5,69629954,5
69629955:5,69629955,5
69629956:5,69629956,5
69629957:5,69629957,5
69629958:5,69629958,5
69629959:5,69629959,5
69629960:5,69629960,5
69629961:5,69629961,5
69629962:5,69629962,5
69629963:5,69629963,5
69629964:5,69629964,5
69629965:5,69629965,5
69629966:5,69629966,5
69629967:5,69629967,5
69629968:5,69629968,5
69629969:5,69629969,5
69629970:5,69629970,5
69629971:5,69629971,5
69629972:5,69629972,5
69629973:5,69629973,5
69629974:5,69629974,5
69629975:5,69629975,5
69629976:5,69629976,5
69629977:5,69629977,5
69629978:5,69629978,5
69629979:5,69629979,5
69629980:5,69629980,5
69629981:5,69629981,5
69629982:5,69629982,5
69629983:5,69629983,5
69629984:5,69629984,5
69629985:5,69629985,5
69629986:5,69629986,5
69629987:5,69629987,5
69629988:5,69629988,5
69629989:5,69629989,5
69629990:5,69629990,5
69629991:5,69629991,5
69629992:5,69629992,5
69629993:5,69629993,5
69629994:5,69629994,5
69629995:5,69629995,5
69636862:5,69636862,5
69640685:5,69640685,5
69648371:5,69648371,5
69654798:5,69654798,5
69663016:5,69663016,5
69663017:5,69663017,5
69667761:5,69667761,5
69673843:5,69673843,5
69674044:5,69674044,5
69677747:5,69677747,5
69677772:5,69677772,5
69695448:5,69695448,5
69699396:5,69699396,5
69703854:5,69703854,5
69704084:5,69704084,5
69704128:5,69704128,5
69810717:5,69810717,5
69810719:5,69810719,5
69846186:5,69846186,5
69846377:5,69846377,5
69851276:5,69851276,5
69851277:5,69851277,5
69855603:5,69855603,5
69856177:5,69856177,5
69862758:5,69862758,5
69862769:5,69862769,5
69867153:5,69867153,5
69867164:5,69867164,5
69867166:5,69867166,5
69869237:5,69869237,5
69899261:5,69899261,5
69899329:5,69899329,5
69909527:5,69909527,5
69925567:5,69925567,5
69929065:5,69929065,5
69933882:5,69933882,5
69934640:5,69934640,5
69942995:5,69942995,5
69965563:5,69965563,5
69965581:5,69965581,5
69965583:5,69965583,5
69989023:5,69989023,5
69994015:5,69994015,5
69995890:5,69995890,5
70019312:5,70019312,5
70019318:5,70019318,5
70035717:5,70035717,5
70036034:5,70036034,5
70144895:5,70144895,5
70154697:5,70154697,5
70154821:5,70154821,5
70170639:5,70170639,5
70170656:5,70170656,5
70170660:5,70170660,5
70178113:5,70178113,5
70178703:5,70178703,5
70178711:5,70178711,5
70178719:5,70178719,5
70178990:5,70178990,5
70201863:5,70201863,5
70208487:5,70208487,5
70233955:5,70233955,5
70233962:5,70233962,5
70234258:5,70234258,5
70243712:5,70243712,5
70259339:5,70259339,5
70259348:5,70259348,5
70271612:5,70271612,5
70271619:5,70271619,5
70271902:5,70271902,5
70284830:5,70284830,5
70285001:5,70285001,5
70360555:5,70360555,5
70360556:5,70360556,5
70360641:5,70360641,5
70361058:5,70361058,5
70361066:5,70361066,5
70374667:5,70374667,5
70374671:5,70374671,5
70374677:5,70374677,5
70374685:5,70374685,5
70374740:5,70374740,5
70375102:5,70375102,5
70389526:5,70389526,5
70442181:5,70442181,5
70481356:5,70481356,5
70481429:5,70481429,5
70495066:5,70495066,5
70508136:5,70508136,5
70555872:5,70555872,5
70569612:5,70569612,5
70581964:5,70581964,5
72125204:5,72125204,5
70582117:5,70582117,5
70613250:5,70613250,5
70662183:5,70662183,5
70665911:5,70665911,5
70676077:5,70676077,5
70854552:5,70854552,5
70855766:5,70855766,5
70912987:5,70912987,5
70912989:5,70912989,5
70937593:5,70937593,5
70938423:5,70938423,5
70983583:5,70983583,5
70983589:5,70983589,5
70983804:5,70983804,5
71010123:5,71010123,5
71033744:5,71033744,5
71102762:5,71102762,5
71147885:5,71147885,5
71148256:5,71148256,5
71269665:5,71269665,5
71269711:5,71269711,5
71372207:5,71372207,5
71422856:5,71422856,5
71472802:5,71472802,5
71506455:5,71506455,5
71506456:5,71506456,5
71590560:5,71590560,5
71626939:5,71626939,5
71674834:5,71674834,5
71674836:5,71674836,5
71728269:5,71728269,5
71755785:5,71755785,5
71782164:5,71782164,5
71801258:5,71801258,5
71813982:5,71813982,5
71814054:5,71814054,5
71863739:5,71863739,5
72095673:5,72095673,5
72141547:5,72141547,5
72148786:5,72148786,5
72149449:5,72149449,5
72149453:5,72149453,5
72188551:5,72188551,5
72188902:5,72188902,5
72211052:5,72211052,5
72211057:5,72211057,5
72380480:5,72380480,5
72380507:5,72380507,5
72392417:5,72392417,5
72408396:5,72408396,5
72413488:5,72413488,5
72413502:5,72413502,5
72416912:5,72416912,5
72429070:5,72429070,5
72429349:5,72429349,5
72429426:5,72429426,5
72429744:5,72429744,5
72433954:5,72433954,5
72437360:5,72437360,5
72442494:5,72442494,5
72442563:5,72442563,5
72442588:5,72442588,5
72444937:5,72444937,5
72446197:5,72446197,5
72479735:5,72479735,5
72484101:5,72484101,5
72484106:5,72484106,5
72486299:5,72486299,5
72486361:5,72486361,5
72486362:5,72486362,5
72486375:5,72486375,5
72488375:5,72488375,5
72488377:5,72488377,5
72492604:5,72492604,5
72493396:5,72493396,5
72500733:5,72500733,5
72540307:5,72540307,5
72659688:5,72659688,5
72660447:5,72660447,5
72660450:5,72660450,5
72668168:5,72668168,5
72699797:5,72699797,5
72699798:5,72699798,5
72700867:5,72700867,5
72700868:5,72700868,5
72700869:5,72700869,5
72700870:5,72700870,5
72700871:5,72700871,5
72700872:5,72700872,5
72700873:5,72700873,5
72700874:5,72700874,5
72700875:5,72700875,5
72700876:5,72700876,5
72700877:5,72700877,5
72700878:5,72700878,5
72700879:5,72700879,5
72700880:5,72700880,5
72700881:5,72700881,5
72720509:5,72720509,5
72727955:5,72727955,5
72728463:5,72728463,5
72753940:5,72753940,5
72759998:5,72759998,5
72762881:5,72762881,5
72764394:5,72764394,5
72774579:5,72774579,5
72787690:5,72787690,5
72795821:5,72795821,5
72801341:5,72801341,5
72801344:5,72801344,5
72801349:5,72801349,5
72808482:5,72808482,5
72808488:5,72808488,5
72842424:5,72842424,5
72846524:5,72846524,5
72851397:5,72851397,5
72970078:5,72970078,5
74014023:5,74014023,5
74016861:5,74016861,5
74016864:5,74016864,5
74034692:5,74034692,5
74034693:5,74034693,5
74036684:5,74036684,5
74065152:5,74065152,5
74065379:5,74065379,5
74082857:5,74082857,5
74087677:5,74087677,5
74089723:5,74089723,5
74097948:5,74097948,5
74097953:5,74097953,5
74102902:5,74102902,5
74102915:5,74102915,5
74125357:5,74125357,5
74134852:5,74134852,5
74135953:5,74135953,5
74140341:5,74140341,5
74140345:5,74140345,5
74143254:5,74143254,5
74143257:5,74143257,5
74143263:5,74143263,5
74143276:5,74143276,5
74176224:5,74176224,5
74176240:5,74176240,5
74182692:5,74182692,5
74182693:5,74182693,5
74187642:5,74187642,5
74193232:5,74193232,5
74193478:5,74193478,5
74195845:5,74195845,5
74195846:5,74195846,5
74221268:5,74221268,5
74347538:5,74347538,5
74357725:5,74357725,5
74357726:5,74357726,5
74367960:5,74367960,5
74410091:5,74410091,5
74421346:5,74421346,5
74421348:5,74421348,5
74421355:5,74421355,5
74426952:5,74426952,5
74429428:5,74429428,5
74435095:5,74435095,5
74435097:5,74435097,5
74435100:5,74435100,5
74435107:5,74435107,5
74441962:5,74441962,5
74471204:5,74471204,5
74478225:5,74478225,5
74480523:5,74480523,5
74488181:5,74488181,5
74488266:5,74488266,5
74488358:5,74488358,5
74495021:5,74495021,5
74495040:5,74495040,5
74495042:5,74495042,5
74495043:5,74495043,5
74499038:5,74499038,5
74499042:5,74499042,5
74542131:5,74542131,5
74542134:5,74542134,5
74542628:5,74542628,5
74546472:5,74546472,5
74547540:5,74547540,5
74559544:5,74559544,5
74563966:5,74563966,5
74563973:5,74563973,5
74564485:5,74564485,5
74564489:5,74564489,5
74564495:5,74564495,5
74574581:5,74574581,5
74696927:5,74696927,5
74714435:5,74714435,5
74718759:5,74718759,5
74722908:5,74722908,5
74758476:5,74758476,5
74785406:5,74785406,5
74792292:5,74792292,5
74831303:5,74831303,5
74831386:5,74831386,5
74831528:5,74831528,5
74835017:5,74835017,5
74839240:5,74839240,5
74839241:5,74839241,5
74839244:5,74839244,5
74840574:5,74840574,5
74840575:5,74840575,5
74840648:5,74840648,5
74845209:5,74845209,5
74887829:5,74887829,5
74889133:5,74889133,5
74898749:5,74898749,5
74903465:5,74903465,5
74903466:5,74903466,5
74907236:5,74907236,5
74907832:5,74907832,5
74907834:5,74907834,5
74908014:5,74908014,5
74914143:5,74914143,5
75049881:5,75049881,5
75049979:5,75049979,5
75057108:5,75057108,5
75057114:5,75057114,5
75127791:5,75127791,5
75139063:5,75139063,5
75139074:5,75139074,5
75145099:5,75145099,5
75177413:5,75177413,5
75177525:5,75177525,5
75192282:5,75192282,5
75251889:5,75251889,5
75258839:5,75258839,5
75258979:5,75258979,5
75263454:5,75263454,5
75279196:5,75279196,5
75279197:5,75279197,5
75402975:5,75402975,5
75407560:5,75407560,5
75446708:5,75446708,5
75451341:5,75451341,5
75455312:5,75455312,5
75455585:5,75455585,5
75485589:5,75485589,5
75487840:5,75487840,5
75510561:5,75510561,5
75510562:5,75510562,5
75513357:5,75513357,5
75513845:5,75513845,5
75513846:5,75513846,5
75513847:5,75513847,5
75518528:5,75518528,5
75520088:5,75520088,5
75521096:5,75521096,5
75524358:5,75524358,5
75526271:5,75526271,5
75558818:5,75558818,5
75558819:5,75558819,5
75558823:5,75558823,5
75563208:5,75563208,5
75563810:5,75563810,5
75565983:5,75565983,5
75570997:5,75570997,5
75573219:5,75573219,5
75577107:5,75577107,5
75580244:5,75580244,5
75580249:5,75580249,5
75626010:5,75626010,5
75715965:5,75715965,5
75716631:5,75716631,5
75721283:5,75721283,5
75725660:5,75725660,5
75727480:5,75727480,5
75730048:5,75730048,5
75730052:5,75730052,5
75735385:5,75735385,5
75735388:5,75735388,5
75837400:5,75837400,5
75837403:5,75837403,5
76013212:5,76013212,5
76013213:5,76013213,5
76022411:5,76022411,5
76022415:5,76022415,5
76022416:5,76022416,5
76056907:5,76056907,5
76072208:5,76072208,5
76082338:5,76082338,5
76082390:5,76082390,5
76082393:5,76082393,5
76086580:5,76086580,5
76093776:5,76093776,5
76131800:5,76131800,5
76137823:5,76137823,5
76145105:5,76145105,5
76146333:5,76146333,5
76146349:5,76146349,5
76146351:5,76146351,5
76149340:5,76149340,5
76149343:5,76149343,5
76152584:5,76152584,5
76192224:5,76192224,5
89186342:5,89186342,5
76196555:5,76196555,5
76199442:5,76199442,5
76237785:5,76237785,5
76204637:5,76204637,5
76206701:5,76206701,5
76209978:5,76209978,5
76209980:5,76209980,5
76212662:5,76212662,5
76216373:5,76216373,5
76216381:5,76216381,5
76217449:5,76217449,5
76217450:5,76217450,5
76217451:5,76217451,5
76217453:5,76217453,5
76217454:5,76217454,5
76217455:5,76217455,5
76230529:5,76230529,5
76235687:5,76235687,5
76264435:5,76264435,5
76264586:5,76264586,5
76368740:5,76368740,5
76376705:5,76376705,5
76376706:5,76376706,5
76376714:5,76376714,5
76411507:5,76411507,5
76422721:5,76422721,5
76422728:5,76422728,5
76422729:5,76422729,5
76422731:5,76422731,5
76424664:5,76424664,5
76424666:5,76424666,5
76464744:5,76464744,5
76523373:5,76523373,5
76523381:5,76523381,5
76539485:5,76539485,5
76539487:5,76539487,5
76539488:5,76539488,5
76539491:5,76539491,5
76540093:5,76540093,5
76540094:5,76540094,5
76540095:5,76540095,5
76540096:5,76540096,5
76540097:5,76540097,5
76540098:5,76540098,5
76540099:5,76540099,5
76540100:5,76540100,5
76540101:5,76540101,5
76544656:5,76544656,5
76550131:5,76550131,5
76551912:5,76551912,5
76592266:5,76592266,5
76593046:5,76593046,5
76618107:5,76618107,5
76632854:5,76632854,5
76790788:5,76790788,5
76837555:5,76837555,5
76840800:5,76840800,5
76840803:5,76840803,5
76845981:5,76845981,5
76852224:5,76852224,5
76852514:5,76852514,5
76852515:5,76852515,5
76853259:5,76853259,5
76918541:5,76918541,5
77013784:5,77013784,5
77017476:5,77017476,5
77017484:5,77017484,5
77017486:5,77017486,5
77017488:5,77017488,5
77017493:5,77017493,5
77018449:5,77018449,5
77053281:5,77053281,5
77058821:5,77058821,5
77078292:5,77078292,5
77082145:5,77082145,5
77084083:5,77084083,5
77104569:5,77104569,5
77112223:5,77112223,5
77112224:5,77112224,5
77112226:5,77112226,5
77112235:5,77112235,5
77126947:5,77126947,5
77127892:5,77127892,5
77127893:5,77127893,5
77127897:5,77127897,5
77248508:5,77248508,5
77264591:5,77264591,5
77264592:5,77264592,5
77264593:5,77264593,5
77264595:5,77264595,5
77269859:5,77269859,5
77269871:5,77269871,5
77269874:5,77269874,5
77269875:5,77269875,5
77300827:5,77300827,5
77332232:5,77332232,5
77340484:5,77340484,5
77352416:5,77352416,5
77358158:5,77358158,5
77358159:5,77358159,5
77386846:5,77386846,5
77418661:5,77418661,5
77421844:5,77421844,5
77422859:5,77422859,5
77422860:5,77422860,5
77454694:5,77454694,5
77464030:5,77464030,5
77464032:5,77464032,5
77464591:5,77464591,5
77467285:5,77467285,5
77476444:5,77476444,5
77495022:5,77495022,5
77513235:5,77513235,5
77540266:5,77540266,5
77553278:5,77553278,5
77673664:5,77673664,5
77673817:5,77673817,5
77814675:5,77814675,5
77814676:5,77814676,5
77873452:5,77873452,5
77875293:5,77875293,5
77878551:5,77878551,5
77889250:5,77889250,5
77889523:5,77889523,5
77938587:5,77938587,5
77938592:5,77938592,5
77941281:5,77941281,5
77941282:5,77941282,5
77941283:5,77941283,5
77942059:5,77942059,5
77955632:5,77955632,5
77956319:5,77956319,5
77956322:5,77956322,5
77956323:5,77956323,5
77968679:5,77968679,5
77977343:5,77977343,5
77977345:5,77977345,5
77982149:5,77982149,5
77982150:5,77982150,5
77982157:5,77982157,5
77982159:5,77982159,5
77983728:5,77983728,5
77986252:5,77986252,5
77986253:5,77986253,5
77986254:5,77986254,5
77986258:5,77986258,5
77986260:5,77986260,5
77986261:5,77986261,5
77986265:5,77986265,5
78026941:5,78026941,5
78027327:5,78027327,5
78027328:5,78027328,5
78027329:5,78027329,5
78027330:5,78027330,5
78027331:5,78027331,5
78036304:5,78036304,5
78036830:5,78036830,5
78036831:5,78036831,5
78043867:5,78043867,5
78052476:5,78052476,5
78086838:5,78086838,5
78086841:5,78086841,5
78113683:5,78113683,5
78113685:5,78113685,5
78113687:5,78113687,5
78123405:5,78123405,5
78123406:5,78123406,5
78125942:5,78125942,5
78125943:5,78125943,5
78128780:5,78128780,5
78128996:5,78128996,5
78131377:5,78131377,5
78142281:5,78142281,5
78157728:5,78157728,5
78268287:5,78268287,5
78274337:5,78274337,5
78369433:5,78369433,5
78370665:5,78370665,5
78379545:5,78379545,5
78379547:5,78379547,5
78416062:5,78416062,5
78416063:5,78416063,5
78420745:5,78420745,5
78421226:5,78421226,5
78422312:5,78422312,5
78422313:5,78422313,5
78423397:5,78423397,5
78442510:5,78442510,5
78442511:5,78442511,5
78442513:5,78442513,5
78478040:5,78478040,5
78483189:5,78483189,5
78495640:5,78495640,5
78535471:5,78535471,5
78802766:5,78802766,5
78812181:5,78812181,5
78819412:5,78819412,5
78820781:5,78820781,5
78824498:5,78824498,5
78826002:5,78826002,5
78862133:5,78862133,5
78873377:5,78873377,5
78876491:5,78876491,5
78876497:5,78876497,5
78877414:5,78877414,5
78922265:5,78922265,5
79117632:5,79117632,5
79179623:5,79179623,5
79203149:5,79203149,5
79203154:5,79203154,5
79204933:5,79204933,5
79205938:5,79205938,5
79242847:5,79242847,5
79243651:5,79243651,5
79243652:5,79243652,5
79243654:5,79243654,5
79243655:5,79243655,5
79266033:5,79266033,5
79279504:5,79279504,5
79288372:5,79288372,5
79288374:5,79288374,5
79288379:5,79288379,5
79290378:5,79290378,5
79290379:5,79290379,5
79290380:5,79290380,5
79337799:5,79337799,5
79337807:5,79337807,5
79356544:5,79356544,5
79356546:5,79356546,5
79356548:5,79356548,5
79441785:5,79441785,5
79444611:5,79444611,5
79699760:5,79699760,5
79699761:5,79699761,5
79701132:5,79701132,5
79750983:5,79750983,5
79759732:5,79759732,5
79764326:5,79764326,5
79767079:5,79767079,5
79805569:5,79805569,5
79814391:5,79814391,5
79851947:5,79851947,5
79864104:5,79864104,5
79866445:5,79866445,5
80035630:5,80035630,5
80038624:5,80038624,5
80044096:5,80044096,5
80046025:5,80046025,5
80046986:5,80046986,5
80116283:5,80116283,5
80131130:5,80131130,5
80135937:5,80135937,5
80135938:5,80135938,5
80172728:5,80172728,5
80172732:5,80172732,5
80172736:5,80172736,5
80179504:5,80179504,5
80181457:5,80181457,5
80186451:5,80186451,5
80189774:5,80189774,5
80189776:5,80189776,5
80239503:5,80239503,5
80253197:5,80253197,5
80259986:5,80259986,5
80263455:5,80263455,5
80284643:5,80284643,5
80284644:5,80284644,5
80615906:5,80615906,5
80615919:5,80615919,5
80663440:5,80663440,5
80682202:5,80682202,5
80785305:5,80785305,5
80811399:5,80811399,5
80815304:5,80815304,5
80815311:5,80815311,5
80818718:5,80818718,5
80858439:5,80858439,5
80878717:5,80878717,5
80886461:5,80886461,5
80887126:5,80887126,5
80900093:5,80900093,5
80900096:5,80900096,5
80902657:5,80902657,5
80904038:5,80904038,5
80905361:5,80905361,5
80905363:5,80905363,5
81049455:5,81049455,5
81049459:5,81049459,5
81049461:5,81049461,5
81059972:5,81059972,5
81098806:5,81098806,5
81098809:5,81098809,5
81100503:5,81100503,5
81128769:5,81128769,5
81190445:5,81190445,5
81190446:5,81190446,5
81190447:5,81190447,5
81197687:5,81197687,5
